Date,Pays,Filière,Valeur (GW),
2020,"Pologne","Toutes les filières",45,27909347534
2021,"Pologne","Toutes les filières",50,278689025879
2022,"Pologne","Toutes les filières",55,215071136475
2023,"Pologne","Toutes les filières",61,90029571533
2024,"Pologne","Toutes les filières",64,352718322754
2016,"Portugal","Autres",0,6
2017,"Portugal","Autres",0,4
2018,"Portugal","Autres",0,36200000762939
2019,"Portugal","Autres",0,8
2020,"Portugal","Autres",0,28
2021,"Portugal","Autres",0,28
2022,"Portugal","Autres",0,28
2023,"Portugal","Autres",0,28
2024,"Portugal","Autres",0,28
2016,"Portugal","Dechets",,
2017,"Portugal","Dechets",,
2018,"Portugal","Dechets",,
2019,"Portugal","Dechets",,
2020,"Portugal","Dechets",,
2021,"Portugal","Dechets",,
2022,"Portugal","Dechets",,
2023,"Portugal","Dechets",,
2024,"Portugal","Dechets",,
2016,"Portugal","Biogaz",,
2017,"Portugal","Biogaz",,
2018,"Portugal","Biogaz",,
2019,"Portugal","Biogaz",,
2020,"Portugal","Biogaz",,
2021,"Portugal","Biogaz",,
2022,"Portugal","Biogaz",,
2023,"Portugal","Biogaz",,
2024,"Portugal","Biogaz",,
2016,"Portugal","Biomasse",0,598
2017,"Portugal","Biomasse",0,59390002441406
2018,"Portugal","Biomasse",0,60479998779297
2019,"Portugal","Biomasse",0,67879998779297
2020,"Portugal","Biomasse",0,68409997558594
2021,"Portugal","Biomasse",0,681
2022,"Portugal","Biomasse",0,647
2023,"Portugal","Biomasse",0,681
2024,"Portugal","Biomasse",0,68709997558594
2016,"Portugal","Eolien en mer",,
2017,"Portugal","Eolien en mer",,
2018,"Portugal","Eolien en mer",,
2019,"Portugal","Eolien en mer",,
2020,"Portugal","Eolien en mer",0,25
2021,"Portugal","Eolien en mer",0,25
2022,"Portugal","Eolien en mer",0,25
2023,"Portugal","Eolien en mer",0,25
2024,"Portugal","Eolien en mer",0,25
2016,"Portugal","Eolien terrestre",5,28
2017,"Portugal","Eolien terrestre",5,727998046875
2018,"Portugal","Eolien terrestre",5,1266000976563
2019,"Portugal","Eolien terrestre",5,1807998046875
2020,"Portugal","Eolien terrestre",5,1833999023438
2021,"Portugal","Eolien terrestre",5,328
2022,"Portugal","Eolien terrestre",5,3283999023438
2023,"Portugal","Eolien terrestre",5,3327998046875
2024,"Portugal","Eolien terrestre",5,3661000976563
2016,"Portugal","Solaire",0,26120001220703
2017,"Portugal","Solaire",0,27210000610352
2018,"Portugal","Solaire",0,3235
2019,"Portugal","Solaire",0,41339999389648
2020,"Portugal","Solaire",0,56920001220703
2021,"Portugal","Solaire",1,319000244141
2022,"Portugal","Solaire",1,3323000488281
2023,"Portugal","Solaire",1,8108000488281
2024,"Portugal","Solaire",2,5886000976563
2016,"Portugal","Hydraulique",6,9184001464844
2017,"Portugal","Hydraulique",7,1696000976563
2018,"Portugal","Hydraulique",7,1929001464844
2019,"Portugal","Hydraulique",7,1929001464844
2020,"Portugal","Hydraulique",7,1921000976563
2021,"Portugal","Hydraulique",7,1990998535156
2022,"Portugal","Hydraulique",8,1971998291016
2023,"Portugal","Hydraulique",8,1918999023437
2024,"Portugal","Hydraulique",8,3518999023437
2016,"Portugal","Fioul",,
2017,"Portugal","Fioul",,
2018,"Portugal","Fioul",,
2019,"Portugal","Fioul",,
2020,"Portugal","Fioul",,
2021,"Portugal","Fioul",,
2022,"Portugal","Fioul",,
2023,"Portugal","Fioul",,
2024,"Portugal","Fioul",,
2016,"Portugal","Gaz",4,6571000976562
2017,"Portugal","Gaz",4,6207001953125
2018,"Portugal","Gaz",4,606
2019,"Portugal","Gaz",4,6062001953125
2020,"Portugal","Gaz",4,5848999023438
2021,"Portugal","Gaz",4,5195
2022,"Portugal","Gaz",4,5846000976563
2023,"Portugal","Gaz",4,4327001953125
2024,"Portugal","Gaz",4,4186000976562
2016,"Portugal","Charbon",1,756
2017,"Portugal","Charbon",1,756
2018,"Portugal","Charbon",1,756
2019,"Portugal","Charbon",1,756
2020,"Portugal","Charbon",1,756
2021,"Portugal","Charbon",,
2022,"Portugal","Charbon",,
2023,"Portugal","Charbon",,
2024,"Portugal","Charbon",,
2016,"Portugal","Nucléaire",,
2017,"Portugal","Nucléaire",,
2018,"Portugal","Nucléaire",,
2019,"Portugal","Nucléaire",,
2020,"Portugal","Nucléaire",,
2021,"Portugal","Nucléaire",,
2022,"Portugal","Nucléaire",,
2023,"Portugal","Nucléaire",,
2024,"Portugal","Nucléaire",,
2016,"Portugal","Toutes les filières",19,278700256348
2017,"Portugal","Toutes les filières",19,525100128174
2018,"Portugal","Toutes les filières",19,646000232697
2019,"Portugal","Toutes les filières",19,836100128174
2020,"Portugal","Toutes les filières",20,22699890137
2021,"Portugal","Toutes les filières",18,81249987793
2022,"Portugal","Toutes les filières",20,14249987793
2023,"Portugal","Toutes les filières",20,502199951172
2024,"Portugal","Toutes les filières",21,465300170898
2016,"Roumanie","Autres",,
2017,"Roumanie","Autres",,
2018,"Roumanie","Autres",,
2019,"Roumanie","Autres",,
2020,"Roumanie","Autres",,
2021,"Roumanie","Autres",,
2022,"Roumanie","Autres",,
2023,"Roumanie","Autres",,
2024,"Roumanie","Autres",,
2016,"Roumanie","Dechets",,
2017,"Roumanie","Dechets",,
2018,"Roumanie","Dechets",,
2019,"Roumanie","Dechets",,
2020,"Roumanie","Dechets",,
2021,"Roumanie","Dechets",,
2022,"Roumanie","Dechets",,
2023,"Roumanie","Dechets",,
2024,"Roumanie","Dechets",,
2016,"Roumanie","Biogaz",,
2017,"Roumanie","Biogaz",,
2018,"Roumanie","Biogaz",,
2019,"Roumanie","Biogaz",,
2020,"Roumanie","Biogaz",,
2021,"Roumanie","Biogaz",,
2022,"Roumanie","Biogaz",,
2023,"Roumanie","Biogaz",,
2024,"Roumanie","Biogaz",,
2016,"Roumanie","Biomasse",0,115
2017,"Roumanie","Biomasse",0,116
2018,"Roumanie","Biomasse",0,115
2019,"Roumanie","Biomasse",0,117
2020,"Roumanie","Biomasse",0,117
2021,"Roumanie","Biomasse",0,116
2022,"Roumanie","Biomasse",0,118
2023,"Roumanie","Biomasse",0,118
2024,"Roumanie","Biomasse",0,119
2016,"Roumanie","Eolien en mer",,
2017,"Roumanie","Eolien en mer",,
2018,"Roumanie","Eolien en mer",,
2019,"Roumanie","Eolien en mer",,
2020,"Roumanie","Eolien en mer",,
2021,"Roumanie","Eolien en mer",,
2022,"Roumanie","Eolien en mer",,
2023,"Roumanie","Eolien en mer",,
2024,"Roumanie","Eolien en mer",,
2016,"Roumanie","Eolien terrestre",2,985
2017,"Roumanie","Eolien terrestre",2,987
2018,"Roumanie","Eolien terrestre",2,968
2019,"Roumanie","Eolien terrestre",2,972
2020,"Roumanie","Eolien terrestre",2,957
2021,"Roumanie","Eolien terrestre",2,957
2022,"Roumanie","Eolien terrestre",2,957
2023,"Roumanie","Eolien terrestre",2,958
2024,"Roumanie","Eolien terrestre",3,27
2016,"Roumanie","Solaire",1,21
2017,"Roumanie","Solaire",1,211
2018,"Roumanie","Solaire",1,15
2019,"Roumanie","Solaire",1,163
2020,"Roumanie","Solaire",1,145
2021,"Roumanie","Solaire",1,16
2022,"Roumanie","Solaire",1,185
2023,"Roumanie","Solaire",1,293
2024,"Roumanie","Solaire",1,588
2016,"Roumanie","Hydraulique",6,481
2017,"Roumanie","Hydraulique",6,49
2018,"Roumanie","Hydraulique",6,143
2019,"Roumanie","Hydraulique",6,14
2020,"Roumanie","Hydraulique",6,134
2021,"Roumanie","Hydraulique",6,137
2022,"Roumanie","Hydraulique",6,136
2023,"Roumanie","Hydraulique",6,139
2024,"Roumanie","Hydraulique",6,132
2016,"Roumanie","Fioul",,
2017,"Roumanie","Fioul",,
2018,"Roumanie","Fioul",,
2019,"Roumanie","Fioul",,
2020,"Roumanie","Fioul",,
2021,"Roumanie","Fioul",,
2022,"Roumanie","Fioul",,
2023,"Roumanie","Fioul",,
2024,"Roumanie","Fioul",,
2016,"Roumanie","Gaz",5,2
2017,"Roumanie","Gaz",5,142
2018,"Roumanie","Gaz",3,33
2019,"Roumanie","Gaz",2,666
2020,"Roumanie","Gaz",2,184
2021,"Roumanie","Gaz",2,218
2022,"Roumanie","Gaz",1,988
2023,"Roumanie","Gaz",2,238
2024,"Roumanie","Gaz",2,179
2016,"Roumanie","Charbon",5,854
2017,"Roumanie","Charbon",5,805
2018,"Roumanie","Charbon",4,128
2019,"Roumanie","Charbon",4,103
2020,"Roumanie","Charbon",3,469
2021,"Roumanie","Charbon",2,673
2022,"Roumanie","Charbon",2,673
2023,"Roumanie","Charbon",1,909
2024,"Roumanie","Charbon",2,162
2016,"Roumanie","Nucléaire",1,3
2017,"Roumanie","Nucléaire",1,3
2018,"Roumanie","Nucléaire",1,3
2019,"Roumanie","Nucléaire",1,3
2020,"Roumanie","Nucléaire",1,3
2021,"Roumanie","Nucléaire",1,3
2022,"Roumanie","Nucléaire",1,3
2023,"Roumanie","Nucléaire",1,3
2024,"Roumanie","Nucléaire",1,3
2016,"Roumanie","Toutes les filières",22,965
2017,"Roumanie","Toutes les filières",23,51
2018,"Roumanie","Toutes les filières",18,837
2019,"Roumanie","Toutes les filières",18,461
2020,"Roumanie","Toutes les filières",17,306
2021,"Roumanie","Toutes les filières",16,561
2022,"Roumanie","Toutes les filières",16,357
2023,"Roumanie","Toutes les filières",15,955
2024,"Roumanie","Toutes les filières",16,507
2016,"Suède","Autres",8,35
2017,"Suède","Autres",7,87
2018,"Suède","Autres",8,439
2019,"Suède","Autres",8,827
2020,"Suède","Autres",7,977
2021,"Suède","Autres",8,4
2022,"Suède","Autres",9,
2023,"Suède","Autres",6,6
2024,"Suède","Autres",6,7
2016,"Suède","Dechets",,
2017,"Suède","Dechets",,
2018,"Suède","Dechets",,
2019,"Suède","Dechets",,
2020,"Suède","Dechets",,
2021,"Suède","Dechets",,
2022,"Suède","Dechets",,
2023,"Suède","Dechets",,
2024,"Suède","Dechets",,
2016,"Suède","Biogaz",,
2017,"Suède","Biogaz",,
2018,"Suède","Biogaz",,
2019,"Suède","Biogaz",,
2020,"Suède","Biogaz",,
2021,"Suède","Biogaz",,
2022,"Suède","Biogaz",,
2023,"Suède","Biogaz",,
2024,"Suède","Biogaz",,
2016,"Suède","Biomasse",,
2017,"Suède","Biomasse",,
2018,"Suède","Biomasse",,
2019,"Suède","Biomasse",,
2020,"Suède","Biomasse",,
2021,"Suède","Biomasse",,
2022,"Suède","Biomasse",,
2023,"Suède","Biomasse",,
2024,"Suède","Biomasse",,
2016,"Suède","Eolien en mer",,
2017,"Suède","Eolien en mer",,
2018,"Suède","Eolien en mer",,
2019,"Suède","Eolien en mer",,
2020,"Suède","Eolien en mer",,
2021,"Suède","Eolien en mer",,
2022,"Suède","Eolien en mer",,
2023,"Suède","Eolien en mer",,
2024,"Suède","Eolien en mer",,
2016,"Suède","Eolien terrestre",5,96
2017,"Suède","Eolien terrestre",6,247
2018,"Suède","Eolien terrestre",7,506
2019,"Suède","Eolien terrestre",9,648
2020,"Suède","Eolien terrestre",10,17
2021,"Suède","Eolien terrestre",12,1
2022,"Suède","Eolien terrestre",14,7
2023,"Suède","Eolien terrestre",16,7
2024,"Suède","Eolien terrestre",18,
2016,"Suède","Solaire",,
2017,"Suède","Solaire",,
2018,"Suède","Solaire",,
2019,"Suède","Solaire",,
2020,"Suède","Solaire",,
2021,"Suède","Solaire",,
2022,"Suède","Solaire",,
2023,"Suède","Solaire",3,2
2024,"Suède","Solaire",5,
2016,"Suède","Hydraulique",15,945
2017,"Suède","Hydraulique",15,949
2018,"Suède","Hydraulique",16,301
2019,"Suède","Hydraulique",16,318
2020,"Suède","Hydraulique",16,334
2021,"Suède","Hydraulique",16,3
2022,"Suède","Hydraulique",16,3
2023,"Suède","Hydraulique",16,3
2024,"Suède","Hydraulique",16,4
2016,"Suède","Fioul",,
2017,"Suède","Fioul",,
2018,"Suède","Fioul",,
2019,"Suède","Fioul",,
2020,"Suède","Fioul",,
2021,"Suède","Fioul",,
2022,"Suède","Fioul",,
2023,"Suède","Fioul",,
2024,"Suède","Fioul",,
2016,"Suède","Gaz",,
2017,"Suède","Gaz",,
2018,"Suède","Gaz",,
2019,"Suède","Gaz",,
2020,"Suède","Gaz",,
2021,"Suède","Gaz",,
2022,"Suède","Gaz",,
2023,"Suède","Gaz",,
2024,"Suède","Gaz",,
2016,"Suède","Charbon",,
2017,"Suède","Charbon",,
2018,"Suède","Charbon",,
2019,"Suède","Charbon",,
2020,"Suède","Charbon",,
2021,"Suède","Charbon",,
2022,"Suède","Charbon",,
2023,"Suède","Charbon",,
2024,"Suède","Charbon",,
2016,"Suède","Nucléaire",9,76
2017,"Suède","Nucléaire",8,603
2018,"Suède","Nucléaire",8,586
2019,"Suède","Nucléaire",7,71
2020,"Suède","Nucléaire",6,871
2021,"Suède","Nucléaire",6,9
2022,"Suède","Nucléaire",6,9
2023,"Suède","Nucléaire",6,9
2024,"Suède","Nucléaire",6,9
2016,"Suède","Toutes les filières",39,16
2017,"Suède","Toutes les filières",38,669
2018,"Suède","Toutes les filières",40,832
2019,"Suède","Toutes les filières",42,503
2020,"Suède","Toutes les filières",41,199
2021,"Suède","Toutes les filières",43,7
2022,"Suède","Toutes les filières",46,9
2023,"Suède","Toutes les filières",49,7
2024,"Suède","Toutes les filières",53,
2016,"Slovénie","Autres",,
2017,"Slovénie","Autres",0,1
2018,"Slovénie","Autres",0,1
2019,"Slovénie","Autres",,
2020,"Slovénie","Autres",,
2021,"Slovénie","Autres",,
2022,"Slovénie","Autres",,
2023,"Slovénie","Autres",,
2024,"Slovénie","Autres",,
2016,"Slovénie","Dechets",0,4
2017,"Slovénie","Dechets",0,4
2018,"Slovénie","Dechets",0,4
2019,"Slovénie","Dechets",0,38439998626709
2020,"Slovénie","Dechets",0,44000000953674
2021,"Slovénie","Dechets",0,44000000953674
2022,"Slovénie","Dechets",0,33139999389648
2023,"Slovénie","Dechets",0,63099999427795
2024,"Slovénie","Dechets",0,63800001144409
2016,"Slovénie","Biogaz",,
2017,"Slovénie","Biogaz",,
2018,"Slovénie","Biogaz",,
2019,"Slovénie","Biogaz",,
2020,"Slovénie","Biogaz",,
2021,"Slovénie","Biogaz",,
2022,"Slovénie","Biogaz",,
2023,"Slovénie","Biogaz",,
2024,"Slovénie","Biogaz",,
2016,"Slovénie","Biomasse",0,17
2017,"Slovénie","Biomasse",0,17
2018,"Slovénie","Biomasse",0,17
2019,"Slovénie","Biomasse",0,22860000610352
2020,"Slovénie","Biomasse",0,15800000190735
2021,"Slovénie","Biomasse",0,15800000190735
2022,"Slovénie","Biomasse",0,14289999961853
2023,"Slovénie","Biomasse",0,43389999389648
2024,"Slovénie","Biomasse",0,32630001068115
2016,"Slovénie","Eolien en mer",,
2017,"Slovénie","Eolien en mer",,
2018,"Slovénie","Eolien en mer",,
2019,"Slovénie","Eolien en mer",,
2020,"Slovénie","Eolien en mer",,
2021,"Slovénie","Eolien en mer",,
2022,"Slovénie","Eolien en mer",,
2023,"Slovénie","Eolien en mer",,
2024,"Slovénie","Eolien en mer",,
2016,"Slovénie","Eolien terrestre",0,3
2017,"Slovénie","Eolien terrestre",0,3
2018,"Slovénie","Eolien terrestre",0,3
2019,"Slovénie","Eolien terrestre",0,33099999427795
2020,"Slovénie","Eolien terrestre",0,3289999961853
2021,"Slovénie","Eolien terrestre",0,32999999523163
2022,"Slovénie","Eolien terrestre",0,23900001049042
2023,"Slovénie","Eolien terrestre",0,325
2024,"Slovénie","Eolien terrestre",0,325
2016,"Slovénie","Solaire",0,266
2017,"Slovénie","Solaire",0,27533999633789
2018,"Slovénie","Solaire",0,27533999633789
2019,"Slovénie","Solaire",0,27761999511719
2020,"Slovénie","Solaire",0,459
2021,"Slovénie","Solaire",0,459
2022,"Slovénie","Solaire",0,70240002441406
2023,"Slovénie","Solaire",1,1095300292969
2024,"Slovénie","Solaire",1,4114599609375
2016,"Slovénie","Hydraulique",1,233
2017,"Slovénie","Hydraulique",1,233
2018,"Slovénie","Hydraulique",1,233
2019,"Slovénie","Hydraulique",1,2905799560547
2020,"Slovénie","Hydraulique",1,305
2021,"Slovénie","Hydraulique",1,305
2022,"Slovénie","Hydraulique",1,3089399414062
2023,"Slovénie","Hydraulique",1,3052399902344
2024,"Slovénie","Hydraulique",1,3255400390625
2016,"Slovénie","Fioul",0,58
2017,"Slovénie","Fioul",0,58
2018,"Slovénie","Fioul",0,58
2019,"Slovénie","Fioul",0,58
2020,"Slovénie","Fioul",,
2021,"Slovénie","Fioul",,
2022,"Slovénie","Fioul",0,58
2023,"Slovénie","Fioul",0,58
2024,"Slovénie","Fioul",0,58
2016,"Slovénie","Gaz",0,491
2017,"Slovénie","Gaz",0,491
2018,"Slovénie","Gaz",0,491
2019,"Slovénie","Gaz",0,54576000976562
2020,"Slovénie","Gaz",0,54836999511719
2021,"Slovénie","Gaz",0,548
2022,"Slovénie","Gaz",0,61802001953125
2023,"Slovénie","Gaz",0,75603997802734
2024,"Slovénie","Gaz",0,76440002441406
2016,"Slovénie","Charbon",0,924
2017,"Slovénie","Charbon",0,924
2018,"Slovénie","Charbon",0,924
2019,"Slovénie","Charbon",0,967
2020,"Slovénie","Charbon",0,981
2021,"Slovénie","Charbon",0,981
2022,"Slovénie","Charbon",1,1905
2023,"Slovénie","Charbon",1,1905
2024,"Slovénie","Charbon",1,1905
2016,"Slovénie","Nucléaire",0,696
2017,"Slovénie","Nucléaire",0,696
2018,"Slovénie","Nucléaire",0,696
2019,"Slovénie","Nucléaire",0,696
2020,"Slovénie","Nucléaire",0,696
2021,"Slovénie","Nucléaire",0,696
2022,"Slovénie","Nucléaire",0,696
2023,"Slovénie","Nucléaire",0,696
2024,"Slovénie","Nucléaire",0,7
2016,"Slovénie","Toutes les filières",3,728
2017,"Slovénie","Toutes les filières",3,7383399963379
2018,"Slovénie","Toutes les filières",3,7383399963379
2019,"Slovénie","Toutes les filières",3,8995699601173
2020,"Slovénie","Toutes les filières",4,128599953651
2021,"Slovénie","Toutes les filières",4,125000002384
2022,"Slovénie","Toutes les filières",4,623679984808
2023,"Slovénie","Toutes les filières",5,168259996891
2024,"Slovénie","Toutes les filières",5,4921600255966
2016,"Slovaquie","Autres",0,567
2017,"Slovaquie","Autres",0,554
2018,"Slovaquie","Autres",0,534
2019,"Slovaquie","Autres",0,756
2020,"Slovaquie","Autres",0,742
2021,"Slovaquie","Autres",,
2022,"Slovaquie","Autres",,
2023,"Slovaquie","Autres",,
2024,"Slovaquie","Autres",,
2016,"Slovaquie","Dechets",,
2017,"Slovaquie","Dechets",,
2018,"Slovaquie","Dechets",,
2019,"Slovaquie","Dechets",,
2020,"Slovaquie","Dechets",,
2021,"Slovaquie","Dechets",,
2022,"Slovaquie","Dechets",,
2023,"Slovaquie","Dechets",,
2024,"Slovaquie","Dechets",,
2016,"Slovaquie","Biogaz",,
2017,"Slovaquie","Biogaz",,
2018,"Slovaquie","Biogaz",,
2019,"Slovaquie","Biogaz",,
2020,"Slovaquie","Biogaz",,
2021,"Slovaquie","Biogaz",,
2022,"Slovaquie","Biogaz",,
2023,"Slovaquie","Biogaz",,
2024,"Slovaquie","Biogaz",,
2016,"Slovaquie","Biomasse",0,225
2017,"Slovaquie","Biomasse",0,224
2018,"Slovaquie","Biomasse",0,214
2019,"Slovaquie","Biomasse",0,224
2020,"Slovaquie","Biomasse",0,234
2021,"Slovaquie","Biomasse",,
2022,"Slovaquie","Biomasse",,
2023,"Slovaquie","Biomasse",,
2024,"Slovaquie","Biomasse",,
2016,"Slovaquie","Eolien en mer",,
2017,"Slovaquie","Eolien en mer",,
2018,"Slovaquie","Eolien en mer",,
2019,"Slovaquie","Eolien en mer",,
2020,"Slovaquie","Eolien en mer",,
2021,"Slovaquie","Eolien en mer",,
2022,"Slovaquie","Eolien en mer",,
2023,"Slovaquie","Eolien en mer",,
2024,"Slovaquie","Eolien en mer",,
2016,"Slovaquie","Eolien terrestre",0,3
2017,"Slovaquie","Eolien terrestre",0,3
2018,"Slovaquie","Eolien terrestre",0,3
2019,"Slovaquie","Eolien terrestre",0,3
2020,"Slovaquie","Eolien terrestre",0,3
2021,"Slovaquie","Eolien terrestre",,
2022,"Slovaquie","Eolien terrestre",,
2023,"Slovaquie","Eolien terrestre",,
2024,"Slovaquie","Eolien terrestre",,
2016,"Slovaquie","Solaire",0,53
2017,"Slovaquie","Solaire",0,531
2018,"Slovaquie","Solaire",0,531
2019,"Slovaquie","Solaire",0,531
2020,"Slovaquie","Solaire",0,532
2021,"Slovaquie","Solaire",,
2022,"Slovaquie","Solaire",,
2023,"Slovaquie","Solaire",,
2024,"Slovaquie","Solaire",,
2016,"Slovaquie","Hydraulique",2,539
2017,"Slovaquie","Hydraulique",2,542
2018,"Slovaquie","Hydraulique",2,542
2019,"Slovaquie","Hydraulique",2,544
2020,"Slovaquie","Hydraulique",2,546
2021,"Slovaquie","Hydraulique",,
2022,"Slovaquie","Hydraulique",,
2023,"Slovaquie","Hydraulique",,
2024,"Slovaquie","Hydraulique",,
2016,"Slovaquie","Fioul",0,257
2017,"Slovaquie","Fioul",0,257
2018,"Slovaquie","Fioul",0,257
2019,"Slovaquie","Fioul",0,257
2020,"Slovaquie","Fioul",0,259
2021,"Slovaquie","Fioul",,
2022,"Slovaquie","Fioul",,
2023,"Slovaquie","Fioul",,
2024,"Slovaquie","Fioul",,
2016,"Slovaquie","Gaz",1,106
2017,"Slovaquie","Gaz",1,111
2018,"Slovaquie","Gaz",1,153
2019,"Slovaquie","Gaz",1,152
2020,"Slovaquie","Gaz",1,183
2021,"Slovaquie","Gaz",,
2022,"Slovaquie","Gaz",,
2023,"Slovaquie","Gaz",,
2024,"Slovaquie","Gaz",,
2016,"Slovaquie","Charbon",0,554
2017,"Slovaquie","Charbon",0,566
2018,"Slovaquie","Charbon",0,541
2019,"Slovaquie","Charbon",0,309
2020,"Slovaquie","Charbon",0,277
2021,"Slovaquie","Charbon",,
2022,"Slovaquie","Charbon",,
2023,"Slovaquie","Charbon",,
2024,"Slovaquie","Charbon",,
2016,"Slovaquie","Nucléaire",1,94
2017,"Slovaquie","Nucléaire",1,94
2018,"Slovaquie","Nucléaire",1,94
2019,"Slovaquie","Nucléaire",1,94
2020,"Slovaquie","Nucléaire",2,3
2021,"Slovaquie","Nucléaire",,
2022,"Slovaquie","Nucléaire",,
2023,"Slovaquie","Nucléaire",,
2024,"Slovaquie","Nucléaire",,
2016,"Slovaquie","Toutes les filières",7,721
2017,"Slovaquie","Toutes les filières",7,728
2018,"Slovaquie","Toutes les filières",7,715
2019,"Slovaquie","Toutes les filières",7,716
2020,"Slovaquie","Toutes les filières",7,779
2021,"Slovaquie","Toutes les filières",,
2022,"Slovaquie","Toutes les filières",,
2023,"Slovaquie","Toutes les filières",,
2024,"Slovaquie","Toutes les filières",,
